pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,pixel64,pixel65,pixel66,pixel67,pixel68,pixel69,pixel70,pixel71,pixel72,pixel73,pixel74,pixel75,pixel76,pixel77,pixel78,pixel79,pixel80,pixel81,pixel82,pixel83,pixel84,pixel85,pixel86,pixel87,pixel88,pixel89,pixel90,pixel91,pixel92,pixel93,pixel94,pixel95,pixel96,pixel97,pixel98,pixel99,pixel100,pixel101,pixel102,pixel103,pixel104,pixel105,pixel106,pixel107,pixel108,pixel109,pixel110,pixel111,pixel112,pixel113,pixel114,pixel115,pixel116,pixel117,pixel118,pixel119,pixel120,pixel121,pixel122,pixel123,pixel124,pixel125,pixel126,pixel127,pixel128,pixel129,pixel130,pixel131,pixel132,pixel133,pixel134,pixel135,pixel136,pixel137,pixel138,pixel139,pixel140,pixel141,pixel142,pixel143,pixel144,pixel145,pixel146,pixel147,pixel148,pixel149,pixel150,pixel151,pixel152,pixel153,pixel154,pixel155,pixel156,pixel157,pixel158,pixel159,pixel160,pixel161,pixel162,pixel163,pixel164,pixel165,pixel166,pixel167,pixel168,pixel169,pixel170,pixel171,pixel172,pixel173,pixel174,pixel175,pixel176,pixel177,pixel178,pixel179,pixel180,Label
9,4,5,3,6,10,16,7,1,5,3,1,0,10,4,1,4,4,17,5,8,21,10,1,3,0,0,11,2,4,1,0,8,4,0,7,7,6,2,0,0,2,2,3,9,8,1,2,6,2,3,1,12,1,1,2,0,2,0,1,0,13,2,7,3,1,3,0,1,11,1,2,0,1,6,4,3,6,2,9,2,0,0,2,15,3,1,1,20,0,2,16,0,3,5,0,7,5,0,3,3,1,0,14,2,5,0,1,1,1,0,2,13,10,0,1,0,0,13,3,5,4,11,7,1,5,0,2,10,2,1,25,0,1,4,1,0,7,3,1,1,1,2,3,12,12,3,2,5,2,11,0,7,0,4,0,5,8,0,1,3,5,4,8,8,0,0,1,13,9,6,3,0,3,1,3,0,1,5,1,r
1,1,2,9,0,6,5,5,1,1,2,4,2,7,4,5,6,8,0,3,7,0,4,1,2,0,3,3,1,1,5,0,5,8,8,5,6,1,2,0,6,2,0,7,3,6,3,4,3,0,2,0,2,1,2,2,4,0,0,3,4,1,3,4,1,3,1,0,2,5,1,1,1,0,2,3,7,5,3,3,5,0,0,4,1,5,2,1,0,2,1,1,3,3,2,4,0,2,3,2,3,2,1,5,5,5,1,0,1,3,0,1,4,0,0,3,1,3,3,1,6,2,5,0,0,1,1,3,11,0,2,8,4,0,4,3,3,3,4,3,0,2,3,4,11,1,1,6,0,2,1,0,2,5,2,6,1,0,6,1,0,2,5,6,3,2,1,5,0,0,0,3,2,1,2,5,3,3,6,0,r
1,4,3,8,7,17,4,4,1,5,3,3,2,4,5,7,13,10,1,3,15,0,3,1,4,3,1,6,3,0,3,0,17,5,6,1,8,10,2,0,3,6,0,12,10,10,3,1,1,4,0,4,1,2,0,2,4,2,6,4,3,2,5,8,4,3,6,0,2,6,1,2,7,1,3,2,6,5,6,5,2,1,0,2,1,4,6,7,0,6,1,3,3,3,0,4,0,4,8,3,6,0,2,14,5,6,4,1,2,2,0,5,2,0,5,3,3,2,3,1,6,8,2,0,2,1,2,2,9,5,1,7,2,3,1,4,11,5,3,6,2,5,7,17,12,1,1,5,3,4,3,4,1,3,3,4,6,4,0,2,1,5,3,7,5,0,2,7,1,1,2,2,8,1,3,3,3,2,5,2,r
1,1,7,1,3,6,26,3,1,7,0,5,11,4,19,1,3,6,31,5,5,22,10,3,1,1,7,9,0,2,0,0,11,0,3,5,15,1,2,0,2,6,0,6,10,1,0,0,16,2,1,5,9,0,2,0,0,2,0,3,0,10,14,11,6,0,7,0,1,3,0,0,0,0,9,0,6,7,1,4,1,0,0,3,20,0,1,1,31,9,0,22,0,0,8,1,19,10,1,7,6,0,0,7,0,6,1,0,0,0,0,2,10,28,1,1,0,1,4,0,3,3,7,33,1,0,0,0,10,1,1,37,1,0,23,0,0,4,2,1,0,4,2,1,11,24,6,3,0,1,25,0,5,2,4,5,2,23,0,11,8,6,3,2,19,0,0,4,19,12,0,0,0,10,5,11,1,4,0,2,r
0,1,3,5,2,3,4,10,0,13,2,7,0,3,1,7,8,14,1,2,3,0,2,1,1,3,1,4,2,2,2,1,15,8,3,3,10,5,3,3,1,8,2,3,7,9,3,0,0,3,1,0,5,1,4,1,7,4,0,2,5,1,6,2,3,2,4,0,1,7,3,1,2,2,3,2,7,5,4,5,4,1,0,2,2,3,1,1,0,2,0,0,4,2,6,1,1,5,1,6,2,0,1,17,4,7,1,3,3,1,0,2,3,0,2,1,2,4,2,2,2,5,2,0,0,6,1,6,11,4,1,10,4,0,3,2,4,4,7,2,0,3,0,2,4,1,0,4,2,5,2,3,1,2,7,2,1,3,5,0,3,4,1,2,3,1,2,11,1,5,3,3,2,5,5,1,5,3,4,1,r
0,1,5,9,3,8,2,1,2,5,2,6,1,5,4,3,3,1,4,4,7,1,3,3,1,0,0,3,0,4,4,2,9,8,6,1,1,5,1,3,5,5,1,4,5,5,0,5,1,3,3,3,2,3,7,4,3,3,3,1,0,2,1,1,1,1,1,2,0,2,5,0,3,2,3,2,8,1,7,1,5,0,1,2,0,3,2,0,0,2,0,0,0,1,3,1,0,5,1,6,6,2,0,4,3,4,0,1,1,4,1,1,2,1,2,5,2,1,4,5,2,5,7,1,0,1,3,6,8,2,1,4,3,2,2,6,15,3,0,4,3,1,4,9,6,0,0,2,2,3,1,4,0,4,6,5,3,0,3,0,2,3,2,1,2,4,1,8,1,0,0,3,3,0,2,3,2,4,4,3,r
0,5,9,5,3,4,4,6,0,5,6,6,0,5,3,4,3,5,0,4,8,1,5,4,2,1,1,3,1,5,6,0,11,8,3,1,3,2,4,2,4,3,1,6,10,1,2,2,4,3,0,0,7,2,3,1,3,2,3,1,1,1,8,6,2,6,2,1,1,6,2,4,2,1,3,1,12,9,3,6,5,2,0,3,0,5,1,3,3,7,1,2,3,1,1,1,0,2,5,4,5,0,1,9,4,4,2,2,1,4,0,0,3,2,2,0,1,4,1,5,1,8,1,1,0,3,0,1,15,1,0,11,4,1,2,2,10,4,3,6,1,3,0,2,5,1,0,2,5,2,0,2,1,2,2,2,6,1,2,3,4,2,1,4,0,1,3,5,1,3,1,2,7,4,4,4,5,9,2,2,r
1,1,7,18,6,13,4,1,1,3,1,2,5,1,5,3,2,4,2,2,3,2,2,1,3,1,0,5,0,1,23,0,16,8,22,1,5,5,0,3,3,0,6,8,8,3,3,3,2,1,1,2,2,3,4,1,5,8,3,5,0,2,3,4,4,3,7,1,3,4,2,2,7,2,2,3,4,5,1,1,4,12,0,6,2,9,9,4,0,8,3,4,5,2,6,2,0,2,2,3,2,1,4,21,6,12,3,0,1,4,1,0,3,4,0,10,0,3,2,2,5,4,7,2,5,1,3,2,15,2,2,2,1,2,6,4,19,2,4,5,5,3,1,3,4,0,0,2,2,2,0,4,2,4,2,5,2,5,4,5,3,2,0,2,2,1,6,0,3,3,0,2,7,4,1,7,3,2,3,2,r
1,0,6,11,4,9,4,7,2,3,3,7,2,7,1,5,1,2,0,1,8,1,6,3,3,2,0,5,2,6,5,0,9,1,8,5,4,2,2,1,4,2,1,8,3,7,1,3,0,3,1,1,1,1,9,1,3,5,4,3,5,0,1,9,2,3,7,0,3,4,5,0,0,2,1,1,8,2,4,1,2,0,0,4,0,2,1,1,0,4,2,1,3,1,4,0,0,7,1,5,3,1,0,18,6,4,0,0,2,4,0,0,2,0,0,1,6,1,0,2,1,10,5,0,0,2,1,2,9,0,4,5,3,3,1,5,13,1,1,3,1,1,0,4,7,1,1,3,2,6,1,3,0,4,1,2,1,5,2,2,2,3,7,6,0,3,1,5,2,0,3,1,3,1,5,3,6,2,1,2,r
1,1,5,1,0,3,12,4,0,2,1,5,5,4,12,0,4,6,29,5,4,14,10,0,1,0,1,4,4,3,0,0,9,6,1,3,8,3,6,1,0,3,0,4,11,1,0,2,12,1,2,1,2,0,0,1,0,1,0,2,0,9,4,10,4,1,6,0,5,5,0,0,0,0,13,1,14,11,0,1,4,0,0,6,23,0,0,0,27,4,2,16,0,0,5,0,10,14,0,3,2,0,0,14,0,2,1,0,1,0,0,0,5,23,0,1,1,1,5,1,2,2,4,29,1,0,0,1,7,2,1,36,0,0,8,1,1,3,7,3,0,1,2,2,3,26,8,3,1,2,20,0,8,2,3,2,0,12,1,4,4,5,1,1,13,1,1,3,13,12,0,0,0,9,1,7,2,2,0,1,r
1,1,2,3,4,2,11,6,1,1,2,7,0,3,0,6,4,5,1,1,9,3,3,3,2,0,1,5,2,3,2,0,9,11,10,6,5,2,1,0,4,3,0,8,7,4,3,4,6,4,3,1,2,1,9,3,2,6,7,4,1,2,4,10,3,1,3,1,0,5,2,2,3,1,3,1,4,4,8,5,3,0,0,8,1,7,6,0,0,5,2,2,2,1,2,5,0,3,2,2,3,1,1,6,6,3,2,1,2,3,0,2,4,1,0,1,5,1,0,1,5,2,3,0,0,0,0,6,6,1,1,9,4,1,3,4,8,5,2,1,1,2,2,4,7,1,0,1,3,1,2,2,0,5,1,6,5,6,0,0,4,2,2,6,1,1,1,9,0,4,3,6,4,3,2,2,2,1,0,2,r
0,3,8,17,6,9,4,5,0,2,3,3,0,9,2,1,6,6,0,1,12,2,0,0,2,5,0,8,2,3,8,0,10,13,11,1,6,8,2,3,7,9,3,9,9,7,8,1,0,2,0,4,1,1,4,0,5,5,3,5,5,0,2,7,4,3,5,1,0,7,6,2,7,1,2,0,0,2,5,4,2,1,1,5,2,2,4,6,0,0,0,1,6,1,4,6,0,3,6,5,4,4,1,18,10,8,3,2,1,8,4,3,3,0,2,6,1,4,1,2,4,4,3,0,1,1,4,4,13,4,0,13,5,2,1,1,13,4,3,4,4,2,1,9,7,0,0,4,6,4,0,2,2,5,3,11,4,4,5,5,0,7,5,8,2,2,3,2,1,0,1,8,5,4,5,2,6,4,11,1,r
2,0,5,0,4,5,18,3,0,2,2,6,6,1,13,0,5,10,16,6,2,9,9,0,1,0,4,2,2,4,0,0,15,1,0,8,14,0,5,0,1,2,0,6,17,0,0,4,15,0,0,2,9,2,1,1,1,0,0,1,0,14,6,6,1,0,2,0,0,1,0,0,0,0,9,0,9,5,0,3,0,0,0,5,15,0,2,0,33,8,2,21,3,2,9,0,12,13,1,1,2,2,0,10,0,2,2,0,0,0,0,0,11,20,0,0,3,1,11,0,4,1,11,32,1,0,0,0,14,2,1,38,0,0,7,2,0,3,4,5,0,2,6,3,4,30,10,2,1,3,25,0,9,2,5,1,1,13,2,5,3,1,4,2,9,1,1,5,16,11,1,1,0,12,3,3,0,1,0,3,r
1,3,4,10,4,12,1,7,1,1,2,5,1,8,2,3,0,3,1,3,7,1,2,0,3,2,2,1,3,3,4,0,8,8,8,5,2,1,6,1,4,3,0,4,2,4,1,4,1,3,2,2,3,1,3,3,2,4,5,2,1,2,4,9,5,3,5,0,0,4,1,2,8,3,2,2,4,8,4,0,1,1,1,1,2,6,1,1,0,1,1,1,0,2,1,2,0,8,4,5,4,0,2,14,5,5,1,0,0,4,0,0,2,1,5,6,2,6,1,5,6,6,3,0,0,1,1,2,7,4,0,9,4,1,4,7,10,5,1,2,2,2,1,5,2,1,1,3,0,7,1,2,1,0,3,0,4,3,3,1,3,2,6,10,0,4,3,11,1,1,4,3,1,1,10,5,2,6,4,2,r
1,1,4,4,3,5,9,7,4,7,3,3,1,7,0,6,4,6,0,5,9,2,3,3,3,1,0,7,1,4,5,0,9,8,4,8,2,7,2,1,2,6,2,9,12,3,3,3,0,1,2,0,5,1,2,2,5,3,6,2,3,0,1,7,6,0,8,0,2,3,5,5,2,0,3,0,12,14,2,0,3,0,0,2,1,5,7,7,0,1,0,2,4,2,3,2,0,1,2,4,1,1,0,25,9,9,3,1,3,2,1,1,0,1,0,1,4,1,0,1,2,4,1,0,1,9,3,5,6,1,0,14,2,1,2,3,8,8,4,2,2,4,1,3,7,0,0,5,5,2,1,4,0,3,2,3,11,2,1,0,4,8,3,8,3,1,3,3,2,0,2,1,4,6,2,5,3,2,10,2,r
2,0,4,13,3,18,3,2,1,5,4,9,1,4,6,2,6,4,1,7,3,1,5,2,4,3,1,1,1,0,5,0,15,6,12,3,4,2,1,2,4,3,2,10,10,6,3,5,2,2,2,2,5,2,2,4,2,1,2,3,4,5,2,3,3,2,5,2,1,6,4,2,5,3,3,2,7,3,1,4,1,2,2,4,0,3,6,4,1,8,1,1,0,4,3,2,0,3,2,1,6,4,0,7,2,11,4,2,3,5,0,3,2,2,2,1,5,2,1,1,2,7,4,1,1,1,5,0,8,3,4,10,2,3,0,2,7,8,2,2,1,4,1,7,7,0,1,1,2,5,0,4,0,2,2,4,5,0,4,1,5,5,8,2,4,0,1,7,0,4,3,3,4,3,2,2,2,8,1,3,r
2,3,11,2,4,9,5,8,1,4,2,4,0,4,0,3,2,4,1,0,11,3,2,6,2,3,0,3,1,2,4,0,9,9,9,2,2,1,2,1,3,3,1,12,3,1,1,3,0,4,2,1,4,3,8,0,4,1,4,0,2,1,3,5,2,6,2,1,4,7,2,4,6,0,0,2,10,3,1,3,1,1,0,5,3,6,5,6,0,4,0,0,1,1,3,2,0,3,3,3,6,0,2,7,2,4,2,0,0,3,0,1,4,0,2,4,2,5,0,2,1,3,2,2,0,0,1,6,8,2,1,8,3,0,3,2,13,4,1,2,1,8,0,8,3,1,0,1,2,1,1,1,5,4,3,1,1,0,4,0,3,6,3,3,1,3,1,4,2,2,0,4,1,3,9,4,0,5,3,1,r
1,0,5,0,1,2,8,2,1,1,0,4,8,1,9,0,4,6,14,2,2,26,7,2,3,0,3,1,1,0,0,0,6,2,1,4,7,0,0,0,1,1,0,3,13,1,0,0,16,0,0,1,5,1,0,1,0,0,0,1,0,14,7,6,2,0,3,0,2,1,0,0,0,0,8,1,6,3,0,1,3,0,0,8,8,0,2,2,19,4,0,8,1,1,7,0,12,4,0,4,4,0,0,13,0,3,1,0,3,0,0,0,8,19,0,1,3,0,3,4,4,0,2,24,0,1,1,0,7,0,0,32,0,0,8,1,1,5,3,1,1,1,6,1,4,22,10,2,2,3,21,0,11,2,4,1,4,11,0,9,6,1,4,3,19,1,0,6,14,6,1,1,0,13,2,7,0,7,0,1,r
0,4,3,8,4,8,5,5,3,8,6,3,2,6,1,6,6,5,0,1,4,0,4,1,2,4,0,4,1,3,5,0,14,10,9,5,5,5,3,4,7,6,2,7,4,9,3,3,1,5,0,6,5,0,9,0,5,5,3,8,1,2,5,6,7,1,5,2,3,7,3,4,9,6,3,3,4,6,6,2,0,4,1,3,0,9,6,9,1,2,4,0,3,2,4,1,0,4,4,2,8,3,3,15,6,5,5,3,2,6,1,4,4,1,3,3,1,3,3,0,2,2,8,0,0,2,2,1,15,1,1,15,5,2,6,7,18,3,1,1,4,4,1,11,6,0,1,1,3,3,2,6,1,5,4,8,4,6,2,4,4,6,9,8,10,2,4,2,3,1,1,2,5,5,3,2,0,4,11,3,r
0,3,10,10,4,13,4,7,0,3,5,0,3,7,2,5,6,10,2,3,12,7,2,1,1,5,0,2,1,4,5,0,14,5,9,7,9,7,2,0,6,3,4,14,3,5,4,3,1,3,0,3,4,1,6,3,1,1,12,3,7,0,5,6,5,2,5,6,1,4,2,3,7,4,0,0,5,2,5,4,1,0,2,5,2,8,2,7,0,2,2,3,0,1,2,1,1,3,4,3,4,1,0,18,0,8,8,3,4,6,1,3,4,0,4,3,3,6,1,3,5,2,7,0,0,3,5,7,11,3,0,8,8,2,6,4,10,3,2,8,4,4,0,7,5,1,0,4,4,3,0,4,1,2,2,7,6,4,1,1,3,3,5,2,1,0,2,3,0,1,3,4,5,4,5,6,3,6,3,0,r
1,3,4,11,1,10,8,4,1,6,3,7,4,7,6,2,10,7,2,4,11,2,3,2,4,1,2,4,3,3,12,0,14,10,5,7,4,4,5,5,3,6,2,7,6,8,4,1,1,6,1,3,4,2,8,2,1,3,1,1,4,2,3,5,7,5,6,0,0,6,5,3,2,3,2,3,11,4,4,4,4,1,0,2,3,9,3,4,1,7,3,5,1,0,3,2,1,3,4,7,5,2,0,14,2,6,4,4,1,2,1,2,6,1,6,1,0,5,1,2,3,4,4,3,1,3,3,1,16,0,2,14,5,0,10,2,22,3,3,4,2,1,2,4,2,2,0,1,2,1,0,4,1,8,4,2,2,1,4,0,2,3,6,6,1,3,3,3,4,3,2,1,7,3,4,5,4,5,3,4,r
0,1,8,7,6,4,1,5,2,2,1,3,2,6,0,8,3,2,1,1,4,1,1,1,2,3,2,2,0,1,22,0,9,14,8,4,6,0,5,1,9,1,2,3,3,1,0,1,4,1,2,1,3,3,10,0,2,3,5,4,3,3,3,4,0,1,5,1,2,1,8,2,1,2,5,1,7,1,2,1,2,23,0,3,1,4,3,3,0,8,0,1,3,1,5,3,0,3,0,2,2,2,1,10,7,9,0,0,2,2,0,1,2,0,0,2,2,6,3,4,2,3,5,0,0,0,3,7,7,3,4,10,2,0,0,3,33,4,1,3,8,2,0,11,4,1,0,4,2,5,0,2,0,5,2,3,4,2,3,4,1,4,4,4,0,7,1,9,0,3,1,3,6,1,1,8,3,5,6,0,r
0,2,4,10,7,10,6,5,1,3,3,6,1,2,3,3,3,5,1,4,6,0,3,3,4,2,2,2,2,1,4,1,14,3,12,7,4,4,3,1,2,8,9,10,3,9,3,2,1,0,2,1,3,0,1,2,1,4,6,2,4,0,5,8,4,2,5,2,2,3,5,5,1,6,0,2,6,3,3,8,2,1,1,5,4,3,5,4,0,3,1,2,2,4,3,3,2,4,1,8,1,2,2,18,3,10,3,6,2,7,2,1,1,0,3,1,1,4,0,5,1,3,2,0,2,2,3,5,5,3,2,3,0,1,0,2,10,10,3,2,5,2,1,7,5,1,0,3,4,3,0,7,0,2,0,9,4,2,4,2,1,3,12,3,4,3,1,3,2,3,1,4,3,3,2,2,4,4,12,0,r
2,4,2,14,5,7,1,3,0,4,4,7,1,2,2,5,3,9,0,5,9,4,2,1,3,1,3,4,3,1,6,3,16,7,8,5,4,4,5,0,1,5,0,8,8,6,4,2,0,2,2,3,4,2,6,2,2,1,3,4,1,1,3,11,10,4,8,4,1,4,2,2,4,2,1,0,6,0,3,4,6,3,2,1,2,5,7,4,0,5,1,0,3,1,1,4,0,2,2,5,5,1,1,13,7,5,2,4,8,1,0,2,1,2,1,0,4,7,4,2,3,2,5,0,0,0,1,1,13,3,1,9,0,1,2,4,7,2,1,3,1,3,2,7,6,1,0,1,2,2,1,4,1,4,5,5,4,4,4,1,2,2,9,5,4,1,2,3,1,0,2,3,4,2,6,3,1,7,9,2,r
1,0,5,2,0,8,13,3,0,5,1,7,8,1,5,1,4,6,14,2,0,25,8,1,2,0,5,6,1,1,0,0,7,2,3,5,15,0,2,0,2,8,0,4,16,2,0,0,7,2,0,1,16,0,1,0,0,1,0,2,0,12,10,8,1,0,5,0,3,1,0,1,0,1,7,3,15,6,1,3,4,0,0,0,17,1,3,0,31,8,0,16,0,1,7,0,10,7,1,5,4,0,0,12,2,6,1,0,2,0,0,0,14,22,0,1,4,0,6,1,2,1,3,25,3,0,0,0,10,1,1,29,1,0,16,0,0,3,6,3,0,3,6,4,7,18,8,1,5,2,11,0,9,3,8,2,1,29,0,5,9,2,6,0,20,3,0,2,17,10,5,0,2,10,1,11,2,2,0,3,r
1,2,3,5,2,19,3,2,0,11,3,5,1,11,1,5,5,7,1,0,6,0,5,1,2,4,1,4,0,2,6,1,14,7,8,6,2,4,3,1,1,3,4,5,8,12,2,3,0,2,5,2,3,0,5,1,3,5,5,6,1,0,3,7,5,6,8,0,2,12,8,3,3,0,0,2,7,2,1,3,3,2,0,1,0,6,6,3,0,6,0,0,1,5,2,1,0,2,4,7,5,1,0,24,7,6,5,0,0,2,0,0,3,0,1,3,2,3,3,3,1,3,3,0,0,3,1,2,8,5,1,1,3,3,2,1,11,8,1,4,1,5,0,8,10,1,0,1,3,6,0,1,0,3,7,6,3,0,4,0,0,3,4,6,1,0,1,8,0,2,1,8,4,1,8,1,3,3,7,3,r
1,4,4,10,9,11,3,6,1,8,10,4,0,9,2,2,12,7,1,1,14,2,2,3,0,3,0,5,5,5,6,0,14,8,15,2,5,7,0,2,6,4,2,5,12,7,5,2,2,4,2,2,1,1,3,2,1,6,5,3,3,2,7,7,8,2,5,2,0,9,4,1,5,5,4,1,4,4,2,2,2,3,2,3,1,2,7,4,0,2,1,0,3,2,1,6,0,4,5,4,6,1,2,19,9,12,3,2,3,4,1,9,6,0,7,5,3,3,0,1,0,4,3,0,2,3,2,2,11,2,1,10,7,0,1,2,9,9,2,5,4,3,2,4,5,1,1,2,4,1,1,3,2,1,0,7,5,2,4,2,0,4,7,5,1,1,3,2,1,4,3,7,7,3,6,2,4,5,8,3,r
1,2,9,10,1,2,5,5,1,5,1,4,1,5,0,3,4,6,1,2,13,0,2,2,0,1,3,5,1,3,0,0,13,2,6,3,5,7,2,2,8,6,3,5,12,1,0,2,1,3,2,2,1,3,6,3,3,4,8,3,2,1,1,6,6,3,6,0,2,5,4,0,3,0,3,0,1,3,5,0,5,1,0,3,0,2,1,1,0,3,5,0,5,1,4,3,0,7,8,6,2,0,1,14,2,3,1,1,2,1,1,3,4,1,2,2,4,1,4,1,0,5,4,1,0,5,1,2,6,1,2,14,1,2,1,2,3,5,3,5,1,2,4,8,6,1,1,2,2,4,0,1,0,3,2,3,6,0,2,2,1,2,4,3,0,2,2,9,1,1,3,0,5,1,6,4,1,1,2,3,r
0,2,8,5,0,4,3,4,0,3,3,5,2,4,3,0,3,6,1,6,2,2,4,1,0,0,1,1,1,1,1,0,6,7,4,3,4,1,2,4,3,1,2,5,5,5,3,5,1,2,2,1,1,1,6,2,3,2,0,3,2,0,4,7,1,5,6,1,2,3,0,0,3,3,2,1,14,1,4,2,7,0,1,4,0,0,4,2,0,7,0,3,2,2,4,3,0,0,1,1,1,1,0,6,0,7,0,0,3,3,2,0,0,0,0,5,3,4,2,0,0,6,3,1,0,2,1,1,5,4,3,12,2,1,2,2,12,4,1,4,3,3,3,9,6,0,1,1,1,7,1,1,4,3,4,4,6,4,3,0,1,2,8,1,1,2,2,10,1,4,0,2,1,0,6,4,2,2,1,0,r
0,1,5,12,4,8,7,4,1,2,5,2,4,6,4,2,8,3,1,5,7,1,4,0,3,0,1,0,1,2,6,1,13,8,11,1,3,6,2,1,5,4,0,5,4,6,4,7,0,2,0,0,3,1,5,1,4,6,6,4,1,2,2,7,3,4,2,3,2,7,3,2,5,4,1,3,4,3,1,2,4,0,0,3,0,5,4,1,0,2,3,2,2,5,2,1,0,3,3,5,3,1,1,11,2,10,2,0,3,6,0,3,2,2,3,4,0,7,3,2,4,3,4,0,0,4,2,2,8,2,4,3,2,0,1,2,29,1,1,1,2,2,2,5,8,0,0,3,1,1,0,3,0,5,3,6,4,4,2,3,7,4,3,4,1,1,1,5,1,1,0,3,0,1,3,3,3,6,1,3,r
0,3,3,16,6,14,2,3,3,5,6,1,0,10,5,8,7,7,0,2,7,1,5,5,2,1,0,4,1,1,9,0,13,16,10,2,7,2,1,2,5,3,3,9,4,9,3,4,2,1,0,3,2,0,2,3,3,1,1,3,9,0,4,7,7,5,6,2,2,10,3,4,5,3,1,3,4,6,7,4,1,6,0,0,1,1,4,7,0,2,2,2,2,0,1,8,0,1,3,1,3,1,3,21,6,10,2,1,3,5,0,3,6,0,3,5,3,5,4,2,7,1,2,0,0,2,6,4,20,4,1,16,6,3,3,5,7,2,5,4,5,4,0,10,10,1,0,3,1,3,1,10,3,2,0,7,3,6,4,3,2,5,5,3,1,0,7,5,0,2,5,10,8,4,0,1,3,6,6,6,r
0,3,9,6,8,9,4,6,1,3,2,6,0,9,3,4,8,7,3,4,9,3,1,4,2,1,0,6,2,2,5,0,9,4,4,7,11,1,3,5,5,4,5,7,8,2,2,2,2,4,4,4,4,4,2,2,0,2,3,1,2,3,6,7,3,1,6,0,1,5,3,3,4,0,1,6,8,4,12,1,6,3,0,6,0,6,5,5,0,4,2,4,1,1,3,4,0,2,2,2,5,3,0,11,6,8,1,0,1,8,1,3,2,2,0,2,0,3,1,4,2,4,7,0,0,3,1,3,11,8,1,17,4,1,5,4,13,3,6,6,2,2,5,4,7,0,1,3,2,3,2,3,0,2,3,3,3,2,5,6,1,3,3,2,2,1,1,5,0,4,4,5,6,1,5,6,5,4,0,1,r
0,0,5,5,1,1,19,1,1,2,0,9,3,3,12,0,1,7,27,9,1,24,9,3,0,0,1,2,1,3,0,0,11,2,0,8,8,1,4,0,0,1,1,4,6,0,0,0,15,0,0,3,6,1,2,0,1,3,0,1,1,22,7,9,0,0,4,1,0,0,0,0,0,1,13,0,8,9,0,1,1,0,0,4,18,2,0,2,54,11,1,26,0,0,8,1,19,19,0,2,0,1,0,15,0,3,0,0,1,0,0,2,13,39,0,0,1,2,6,0,1,0,8,35,0,1,0,0,19,3,2,46,0,0,14,0,0,1,3,3,0,3,4,2,8,37,14,1,2,2,30,0,10,1,3,1,2,25,1,9,5,3,3,3,18,1,0,1,15,18,0,0,1,11,1,14,2,1,0,1,r
0,2,7,11,5,7,4,5,1,4,1,7,3,5,1,1,8,5,2,3,7,1,5,4,1,1,1,4,2,2,19,0,12,10,24,7,4,0,7,4,9,5,2,6,0,3,3,3,0,3,0,3,4,1,4,0,3,5,3,3,2,4,0,3,4,5,9,0,0,4,5,1,11,1,1,4,4,5,2,2,5,11,0,2,6,3,3,2,0,8,0,2,4,1,1,2,2,0,3,4,10,2,1,9,3,2,1,2,2,0,2,0,3,0,1,2,0,2,2,3,2,6,1,1,0,4,2,1,12,2,3,7,0,4,2,1,31,4,2,5,3,2,1,11,3,1,1,2,2,2,0,3,0,4,4,6,1,2,5,4,5,2,1,1,2,2,3,11,2,6,2,7,6,0,4,8,2,6,3,1,r
0,2,5,3,6,5,5,7,0,5,4,5,1,5,3,1,6,5,2,3,7,0,4,2,4,3,0,4,1,3,4,0,6,9,11,4,5,1,1,0,4,6,7,8,4,3,2,7,1,5,2,0,2,5,9,1,2,2,4,1,5,0,5,5,2,2,4,0,3,7,6,2,4,3,1,0,5,2,7,2,3,1,0,2,1,5,4,2,1,7,0,1,3,2,2,3,0,3,5,1,6,0,3,20,2,9,1,0,0,1,1,0,2,0,3,1,1,4,2,2,1,0,3,1,0,2,2,3,6,6,2,5,4,0,2,2,14,7,3,2,6,8,4,5,9,2,2,3,5,5,1,2,1,5,2,3,5,3,2,0,1,4,4,4,3,4,2,3,3,0,1,2,6,1,3,1,3,3,3,3,r
1,1,1,3,2,3,12,2,0,2,0,4,9,0,9,2,2,12,8,5,0,9,17,1,0,0,5,2,1,2,0,0,11,4,1,5,9,2,9,0,2,3,1,3,8,1,0,1,14,1,1,4,5,0,0,0,0,1,0,0,0,12,10,9,2,0,7,1,0,1,0,1,0,0,8,0,11,4,0,4,4,0,0,3,14,2,2,0,39,8,1,11,0,2,10,0,10,14,3,6,1,0,0,10,0,5,0,1,1,0,0,1,12,13,0,0,5,0,9,0,2,3,6,16,0,1,0,1,12,0,1,22,1,2,13,1,0,2,4,3,0,1,0,0,2,17,10,0,1,1,10,0,4,6,3,2,0,19,1,6,7,3,2,1,13,1,0,4,18,10,4,1,1,7,1,2,1,1,0,0,r
